Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.47,1.81,3.70,1.27,0.01,0.01,0.01,0.02,0.02,0.01,0.02
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,1.08,1.02,0.90,0.84,0.82,0.82,0.80,0.78,0.73,0.66,0.60
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.01,0.02,0.02,0.03,0.05,0.07,0.08,0.08,0.08
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Waste,Mt CH4/yr,1.96,2.26,2.76,2.95,3.44,3.96,4.39,4.73,4.98,5.16,5.32
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4,Mt CH4/yr,21.64,20.97,16.43,12.25,10.24,9.39,9.08,9.03,8.99,8.69,8.31
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.00
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.47,0.40,0.24,0.15,0.13,0.10,0.12,0.09,0.08,0.07,0
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.06,0.06,0.05,0.04,0.02,0.02,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.06,0.06,0.05,0.04,0.02,0.02,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,6.86,5.86,2.82,1.40,0.93,0.72,0.63,0.71,0.81,0.69,0.50
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Energy Supply,Mt CH4/yr,6.27,5.36,2.48,1.18,0.75,0.58,0.49,0.59,0.72,0.61,0.43
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use,Mt CH4/yr,10.14,10.27,9.50,8.81,8.24,7.72,7.48,7.35,7.19,7.03,6.85
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,10.01,10.13,9.37,8.68,8.12,7.51,7.38,7.25,7.10,6.94,6.77
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,2,2,2,1.55,1.40,1.24,1.20,1.16,1.11,1.06,1.01
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,7.83,7.93,7.33,7.07,6.68,6.23,6.15,6.07,5.97,5.86,5.74
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.09,0.08,0.08,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.03,0.03,0.01,0.01,0.02,0.12,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,0.06,0.06
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Other,Mt CH4/yr,0.03,0.02,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,WEU,Emissions|CH4|Waste,Mt CH4/yr,4.61,4.82,4.10,2.02,1.04,0.93,0.95,0.96,0.96,0.96,0.95
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4,Mt CH4/yr,318.39,348.79,320.20,246.22,211.90,197.51,182.33,178.41,174.53,168.45,161.92
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.44,0.53,0.49,0.43,0.36,0.35,0.32,0.28,0.24,0.22,0.19
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,11.28,11.76,11.15,9.31,9.46,8.10,6.85,5.74,4.92,4.00,3.14
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.45,0.46,0.55,0.48,0.30,0.18,0.13,0.10,0.09,0.09,0.10
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.45,0.46,0.55,0.48,0.30,0.18,0.13,0.10,0.09,0.09,0.10
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,112.55,128.28,103.77,58.30,35.77,27.54,22.08,19.62,18.06,15.15,12.33
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Energy Supply,Mt CH4/yr,100.04,115.18,91.10,47.57,25.32,18.75,14.66,13.37,12.66,10.69,8.78
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use,Mt CH4/yr,153.64,164.43,159.73,140.75,130.21,122.67,112.33,110.94,109.02,106.68,104.10
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,1.41,1.60,1.93,2.12,2.34,2.53,2.45,2.37,2.28,2.16,2.04
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,135.83,144.88,139.53,128.95,116.61,106.03,104.44,102.88,101.24,99.47,97.56
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,10.83,11.44,11.44,9.63,8.68,8.08,7.82,7.56,7.29,7.03,6.76
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,95,103,99,99,95,89.50,89.00,88.48,87.91,87.22,86.41
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,29.79,30.89,28.60,20.33,13.14,8.45,7.62,6.84,6.03,5.22,4.40
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,9.51,11.37,11.96,3.57,5.89,9.39,0.97,1.36,1.36,1.35,1.11
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,6.89,6.59,6.30,6.11,5.37,4.72,4.47,4.33,4.14,3.70,3.39
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Other,Mt CH4/yr,0.34,0.35,0.47,0.50,0.33,0.15,0.12,0.13,0.14,0.14,0.13
IMAGE,SSP2-LF-SPA0-V17,World,Emissions|CH4|Waste,Mt CH4/yr,52,56,56,47,46,47,48,47,47,46,45
